Item Number,Brand,Processor,GPU,Type,Maximum Resolution,Model,OS,Storage Type,Features,Price,SSD Capacity (GB),RAM Size (GB),Hard Drive Capacity (GB),Screen Size (in),Processor Speed (GHz)
85264984508,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,Dell Latitude 5490,Windows 11 Pro,SSD,Wi-Fi,179.99,512.0,16.0,512.0,14.0,1.9
85264984509,Dell,Intel Celeron,Intel UHD Graphics 600,Notebook/Laptop,1366 x 768,Dell Latitude 3190,Windows 10,SSD,Touchscreen,87.3,128.0,4.0,128.0,11.6,1.1
85264984518,HP,Intel Celeron N,Intel HD Graphics,Notebook/Laptop,1366 x 768,HP Chromebook 14 G4,Chrome OS,eMMC,"10/100 LAN Card,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Widescreen Display,  Wi-Fi",79.99,16.0,4.0,16.0,14.0,2.16
85264984523,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1080,15-dy2795wm,‎Windows 11 Home,SSD,"Bluetooth,  Built-in Webcam,  Built-in Microphone",369.95,256.0,8.0,256.0,15.6,2.4
85264984524,HP,Intel Core i7 8th Gen.,Intel HD Graphics 620,Notebook/Laptop,1920 x 1080,HP EliteBook 850,Windows 11 Pro,SSD,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad,  Wi-Fi,  Dual Band Wireless AC",199.99,256.0,16.0,256.0,15.6,1.8
85264984530,Lenovo,AMD Ryzen 7,AMD Radeon Vega 7,Notebook/Laptop,0,Lenovo ThinkPad T14,Windows 11 Pro,SSD,"10/100 LAN Card, Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Touchscreen, Wi-Fi",369.99,512.0,32.0,512.0,14.0,1.7
85264984532,HP,Intel Celeron N,Intel HD Graphics,Notebook/Laptop,1366 x 768,HP Chromebook 14 G3,Chrome OS,eMMC,"10/100 LAN Card,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Widescreen Display,  Wi-Fi",84.99,16.0,4.0,16.0,14.0,2.16
85264984533,HP,Intel Celeron N,Intel HD Graphics,Notebook/Laptop,1366 x 768,HP Chromebook 11 G4,Chrome OS,eMMC,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",59.95,16.0,4.0,16.0,11.6,2.16
85264984534,Lenovo,Intel Celeron N,Intel HD Graphics,Notebook/Laptop,1366 x 768,Lenovo 100e,Chrome OS,eMMC,"Bluetooth, Built-in Microphone, Built-in Webcam, Widescreen Display, Wi-Fi",74.99,32.0,4.0,32.0,11.6,2.4
85264984540,LG,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1200,LG gram,Windows 11 Home,SSD,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Force Touch Trackpad, Built-in Microphone",425.0,512.0,16.0,512.0,14.0,4.7
85264984541,Acer,Intel Celeron,Intel HD Graphics,Notebook/Laptop,1366 x 768,Acer C740,Chrome OS,SSD,"10/100 LAN Card, Bluetooth, Built-in Webcam, Stylus, Widescreen Display, Wi-Fi",49.99,16.0,4.0,16.0,11.6,1.4
85264984542,Lenovo,Intel Core i3 10th Gen.,Intel UHD Graphics,Notebook/Laptop,1920 x 1080,Lenovo ThinkPad E14 2nd Gen,Windows 11 Home,HDD,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad,  Widescreen Display,  Wi-Fi",149.99,128.0,8.0,512.0,14.0,2.1
85264984545,HP,Intel Core i5-6300U,Intel HD 520 Graphics,Notebook/Laptop,1366 x 768,HP 840 G3,Windows 10 Pro,SSD,"Backlit Keyboard,  Bluetooth,  Built-in Webcam,  Wi-Fi,  Wi-Fi Ready,  Gigabit Ethernet Port,  New Windows 10 Full Version Preinstalled,  Windows Recovery Solution For Re-installations,  Microsoft Windows Antivirus,  Free Open Office (Writer - Calc -Draw -Spreadsheet)",179.99,256.0,16.0,256.0,14.0,2.4
85264984558,Gateway,Intel Pentium Silver,Intel UHD Graphics 605,Notebook/Laptop,1920 x 1080,Gateway Ultra Slim GWTN156-11BL,Windows 10 Home,SSD,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, Multi-Touch Trackpad, Backlit Keyboard, Force Touch Trackpad, Built-in Microphone",148.0,128.0,4.0,128.0,15.6,1.1
85264984562,Microsoft,Intel Core i5 10th Gen.,Intel Iris Plus Graphics,Notebook/Laptop,2736 x 1824,Surface Pro 7,Windows 11 Home,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",255.0,128.0,8.0,128.0,12.3,1.1
85264984569,HP,Intel Celeron,Intel HD Graphics,Chromebook,1366 x 768,HP CHROMEBOOK 14 G1,Chrome OS,SSD,Bluetooth,49.0,16.0,4.0,16.0,14.0,1.4
85264984573,HP,AMD Ryzen 7,AMD Radeon Graphics,Notebook/Laptop,1366 x 768,"HP 14"" Touchscreen",Windows 11 Home,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard, Built-in Microphone",519.47,512.0,16.0,512.0,14.0,4.2
85264984575,HP,AMD E-Series,AMD Radeon Graphics,Notebook/Laptop,1920 x 1080,14-an013nr,Windows 11 Home,SSD,"Wi-Fi,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad",120.0,512.0,8.0,512.0,14.0,1.8
85264984576,HP,Intel Celeron,Intel UHD Graphics 600,Notebook/Laptop,1366 x 768,HP Chromebook,Chrome OS,eMMC,"Touchscreen, Built-in Webcam, Wi-Fi",100.0,32.0,4.0,64.0,14.0,1.1
85264984577,LG,Intel Core i5 8th Gen.,Intel UHD Graphics,Notebook/Laptop,1920 x 1200,LG gram,Windows 11 Home,SSD,"Bluetooth, Built-in Webcam, Built-in Microphone, Wi-Fi",499.0,256.0,8.0,256.0,14.0,3.0
85264984585,Dell,AMD Turion 64,ATI Radeon Xpress Series,Notebook/Laptop,1280 x 800,Dell Inspiron 1501,Windows 10,HDD,"Built-in Microphone, Built-in Webcam, Optical Drive",21.95,180.0,4.0,512.0,15.4,2.0
85264984595,Dell,Intel Celeron N,Intel HD Graphics,Notebook/Laptop,1366 x 768,Dell Chromebook 11 3100,Chrome OS,eMMC,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",153.99,16.0,4.0,16.0,11.6,2.8
85264984606,HP,Intel Celeron,Intel HD Graphics 6000,Notebook/Laptop,1366 x 768,Chromebook 11 G4,Chrome OS,SSD,"Bluetooth,  Built-in Webcam,  Widescreen Display,  Wi-Fi,  Multi-Touch Trackpad,  Backlit Keyboard,  Built-in Microphone",114.99,16.0,4.0,16.0,11.6,2.16
85264984627,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Notebook,1920 x 1080,Latitude 5430 Rugged,Windows 11 Pro,SSD,Rugged,1899.99,1024.0,32.0,1024.0,14.0,1.8
85264984635,HP,Intel Pentium N-Series,Intel UHD Graphics,Notebook/Laptop,0,HP 15-fd0083wm,Windows 11 Home,SSD,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",259.0,128.0,4.0,128.0,15.6,1.8
85264984636,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,Dell Latitude 7390,Windows 10 Pro,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Built-in Microphone",120.0,256.0,8.0,256.0,13.3,3.6
85264984639,Lenovo,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1080,Lenovo ThinkPad E14 Gen 2,Windows 11 Pro,SSD,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam",231.0,256.0,16.0,512.0,14.0,2.4
85264984640,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1080,Dell Latitude 5520,Windows 11 Pro,SSD,Wi-Fi,1049.99,256.0,16.0,256.0,15.6,2.8
85264984641,Dell,AMD Ryzen 5,AMD Radeon Graphics,Notebook/Laptop,1920 x 1080,Dell Inspiron 14 7405 2 in 1,Windows 11,SSD,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Touchscreen, Wi-Fi",299.0,256.0,8.0,256.0,14.0,2.1
85264984644,Dell,AMD Ryzen 5,AMD Radeon Graphics,Notebook/Laptop,1920 x 1080,Dell Inspiron 14 5425,Windows 11 Home,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard, Built-in Microphone",379.99,512.0,16.0,512.0,14.0,4.3
85264984647,HP,Intel Core i3-1115G4,Intel UHD Graphics,Notebook/Laptop,1366 x 768,15-dy2091wm,Windows 11 S mode,SSD,"Bluetooth, Built-in Microphone, Wi-Fi, Widescreen Display, Built-in Webcam",325.0,256.0,8.0,256.0,15.6,4.1
85264984651,HP,Intel Celeron N,Intel HD Graphics,Chromebook,1366 x 768,HP Chromebook 11 G5,Chrome OS,SSD,Bluetooth,44.0,32.0,4.0,32.0,11.6,1.6
85264984653,HP,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,HP ProBook,Windows 10,SSD,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Optical Drive, Widescreen Display, Wi-Fi",299.99,256.0,16.0,256.0,15.6,4.3
85264984658,Dell,Intel Core i7 3rd Gen.,Intel HD Graphics 4000,Notebook/Laptop,1366 x 768,Dell Latitude E6530,Windows 10 Pro,SSD,"Widescreen Display, Bluetooth, Optical Drive, 10/100 LAN Card, Built-in Webcam, Wi-Fi, Built-in Microphone, Backlit Keyboard",79.95,256.0,8.0,24.0,15.6,2.7
85264984671,HP,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,3000 x 2000,Elite X2 1013 G3,Windows 11 Pro,SSD,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet",415.0,128.0,16.0,1024.0,13.0,1.9
85264984681,Dell,Intel Celeron,AMD Radeon Graphics,Notebook/Laptop,1366 x 768,Dell Chromebook,Chrome OS,SSD,Touchscreen,45.0,16.0,4.0,64.0,11.6,2.16
85264984682,ASUS,Intel Celeron N,Intel HD Graphics 500,Notebook/Laptop,1366 x 768,Samsung ChromeBook,Chrome OS,eMMC,"Bluetooth, Built-in Microphone, Backlit Keyboard, Force Touch Trackpad, Multi-Touch Trackpad, Built-in Webcam, Wi-Fi, Rugged",99.99,32.0,4.0,32.0,14.0,1.1
85264984690,HP,Intel Core i3 12th Gen.,Intel UHD Graphics,Notebook/Laptop,1366 x 768,15-dy5131wm,Windows 11 S Mode,SSD,"Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Wi-Fi",314.95,256.0,8.0,256.0,15.6,4.1
85264984700,Dell,Intel Core i3 12th Gen.,Intel Iris Xe Graphics,Tablet,1920 x 1200,Latitude 7230 Rugged Extreme Tablet,Windows 11 Pro,SSD,Rugged,1049.99,256.0,8.0,256.0,14.0,3.3
85264984702,HP,Intel Core I5-8300H,Integrated Intel UHD Graphics 630,Notebook/Laptop,1600 x 900,HP Zbook 17 G5,Windows 10 Pro,SSD,"Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Wi-Fi, Full Size Keyboard with Number Pad",649.99,256.0,8.0,256.0,17.3,2.3
85264984716,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1366 x 768,Latitude 3420,Windows 10 Pro,SSD,"10/100 LAN Card,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",349.95,512.0,16.0,512.0,14.0,2.8
85264984723,Lenovo,Intel Core i3 11th Gen.,Intel UHD Graphics,Notebook/Laptop,1920 x 1080,Lenovo IdeaPad 3,Windows 11 Home,SSD,"5G, Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",259.0,128.0,4.0,128.0,14.0,3.0
85264984726,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Notebook,1920 x 1080,Latitude 5430 Rugged,Windows 11 Pro,SSD,Rugged,1899.99,1024.0,32.0,1024.0,14.0,1.8
85264984728,Lenovo,Intel Core i5 5th Gen.,Intel HD Graphics,Notebook/Laptop,0,Lenovo ThinkPad T450S,Windows 10 Home,SSD,Multi-language Support,56.05,240.0,12.0,24.0,14.0,2.9
85264984730,HP,AMD A4 Dual-Core,AMD Radeon R4,Chromebook,1366 x 768,HP Chromebook 14A G5,Chrome OS,eMMC,"Bluetooth, Built-in Webcam, Widescreen Display, Multi-Touch Trackpad, Built-in Microphone",22.0,16.0,4.0,16.0,14.0,1.6
85264984731,HP,Intel Core i3-1215U,Intel UHD Graphics,Notebook/Laptop,1920 x 1080,15-dy5131wm,Windows 11 Home,SSD,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi, 16 GB Flash Drive",329.95,256.0,8.0,256.0,15.6,1.2
85264984736,HP,Intel Core i3 11th Gen.,Intel UHD Graphics,Notebook/Laptop,0,HP 14-DQ2032WM,Windows 11 Home,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",281.04,128.0,4.0,128.0,14.0,2.9
85264984737,Lenovo,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1200,Lenovo Yoga 7i,Windows 11 Home,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, IPS Panel, Multi-Touch Trackpad, Convertible 2-in-1 Laptop/Tablet, Backlit Keyboard, Built-in Microphone, Stylus",699.99,512.0,16.0,512.0,16.0,1.3
85264984743,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1080,Dell Latitude 7420,Windows 10 Pro,SSD,"Built-in Microphone, Built-in Webcam",599.0,256.0,16.0,16.0,14.0,3.0
85264984746,HP,Intel Core i5 6th Gen.,Intel HD Graphics 520,Notebook/Laptop,1366 x 768,HP Elitebook 840 G3,Windows 10 Pro,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",110.0,256.0,16.0,256.0,14.0,2.4
85264984750,HP,Intel Core i3 11th Gen.,Intel UHD Graphics,Notebook/Laptop,1920 x 1080,HP 14-dq2053cl,Windows 11 Home,SSD,"Bluetooth, Built-in Webcam, Backlit Keyboard, Built-in Microphone",319.99,256.0,8.0,256.0,14.0,2.0
85264984752,Lenovo,Intel Celeron,Intel HD Graphics,Notebook/Laptop,1366 x 768,Lenovo 100e,Chrome OS,SSD,"LED Display, Stereo speakers, Built-in Webcam, Multi-Touch Trackpad, Wi-Fi",55.0,32.0,4.0,32.0,11.6,2.6
85264984755,Dell,"Intel i5-7200U @2.50 GHz,  2701 Mhz,  2Core(s)",Intel HD Graphics 620,Notebook/Laptop,1900x600,Dell Inspiron 5767,Microsoft Windows 10 Professional,SSD,"10/100 LAN Card,  5G,  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Force Touch Trackpad,  Optical Drive,  Widescreen Display,  Wi-Fi",425.0,500.0,16.0,512.0,17.3,2.5
85264984758,Dell,Intel Celeron N,Intel HD Graphics,Notebook/Laptop,1366 x 768,Samsung ChromeBook,Chrome OS,SSD,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Rugged",52.99,16.0,4.0,16.0,11.6,2.16
85264984760,HP,AMD Ryzen Pro 3,Intel HD Graphics,Notebook/Laptop,1920 x 1080,HP EliteBook mt45,Windows 10 Home,SSD,"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touch ID,  Widescreen Display,  Wi-Fi",243.0,256.0,8.0,256.0,14.0,2.1
85264984764,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1080,HP Probook 640 G1,Windows 10 Pro,SSD,"Bluetooth, Built-in Webcam, Built-in Microphone",749.59,512.0,16.0,512.0,14.0,1.8
85264984770,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics,Notebook/Laptop,0,Dell Latitude 7490,Windows 10 Pro,SSD,"Bluetooth, Built-in Webcam, Built-in Microphone",139.99,512.0,32.0,512.0,14.0,3.9
85264984771,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,Dell Latitude 5400,Windows 11 Pro,SSD,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",199.0,256.0,16.0,256.0,14.0,1.9
85264984776,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1080,Dell Latitude 5420,Windows 11 Pro,SSD,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam",699.99,512.0,16.0,512.0,14.0,2.6
85264984788,Acer,Intel Core i5 11th Gen.,Nvidia Geforce RTX 1650,Notebook/Laptop,1920 x 1080,Nitro 5 AN515-54-70KK,Windows 11,SSD,"Backlit Keyboard,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",435.0,256.0,16.0,256.0,15.6,2.6
85264984798,HP,Intel Pentium Silver,Intel HD Graphics,Notebook/Laptop,1366 x 768,Samsung ChromeBook,Chrome OS,eMMC,"Wi-Fi, Built-in Webcam, Bluetooth, Built-in Microphone",49.99,64.0,4.0,64.0,14.0,2.7
85264984799,HP,Intel Pentium N-Series,Intel UHD Graphics,Notebook/Laptop,0,HP 15-fd0083wm,Windows 11 Home,SSD,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",259.0,128.0,4.0,128.0,15.6,1.8
85264984802,Microsoft,Intel Core i5 10th Gen.,Intel Iris Plus Graphics,Notebook/Laptop,2736 x 1824,Surface Pro 7,Windows 11 Home,SSD,"Touchscreen,  Bluetooth,  Built-in Webcam,  Wi-Fi,  Built-in Microphone",255.0,128.0,8.0,128.0,12.3,1.1
85264984807,Dell,AMD Turion 64,ATI Radeon Xpress Series,Notebook/Laptop,1280 x 800,Dell Inspiron 1501,Windows 10,HDD,"Built-in Microphone,  Built-in Webcam,  Optical Drive",21.95,180.0,4.0,512.0,15.4,2.0
85264984809,HP,Intel Celeron,Intel UHD Graphics 600,Notebook/Laptop,1366 x 768,HP Chromebook,Chrome OS,eMMC,"Touchscreen, Built-in Webcam, Wi-Fi",100.0,32.0,4.0,64.0,14.0,1.1
85264984814,Acer,Intel Core i3 11th Gen.,Intel UHD Graphics,Notebook/Laptop,1600 x 900,Acer Aspire 3,Windows 11 Home,SSD,Bluetooth,399.0,256.0,8.0,256.0,17.3,3.0
85264984826,Dell,Intel Core i7 7th Gen.,NVIDIA GeForce GTX 1050 Ti,Notebook/Laptop,1920 x 1080,Alienware 15 R3,Windows 10 Home,HDD,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",300.0,256.0,8.0,1024.0,15.0,2.8
85264984828,HP,AMD E-Series,AMD Radeon Graphics,Notebook/Laptop,1920 x 1080,14-an013nr,Windows 11 Home,SSD,"Wi-Fi, Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad",120.0,512.0,8.0,512.0,14.0,1.8
85264984834,Lenovo,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,2160 x 1350,Lenovo ThinkPad X1,Windows 11 Pro,SSD,"Bluetooth, Built-in Webcam, Built-in Microphone",719.99,256.0,16.0,256.0,13.0,2.1
85264984847,Lenovo,Intel Core i5 10th Gen.,Intel UHD Graphics,Notebook/Laptop,1920 x 1080,Lenovo ThinkPad E15,Windows 11 Pro,SSD,"Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Wi-Fi",399.99,1024.0,32.0,1024.0,15.6,1.6
85264984853,Dell,Intel Core i7 7th Gen.,Quadro M620,Notebook/Laptop,1920 x 1080,Dell Precision 3520,Windows 11 Pro,SSD,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",399.99,1024.0,32.0,1024.0,15.6,2.8
85264984857,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,Dell Latitude 7490,Windows 11 Pro,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Optane Memory, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",363.0,256.0,16.0,256.0,14.0,1.9
85264984864,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1080,HP Probook 640 G1,Windows 10 Pro,SSD,"Bluetooth, Built-in Webcam, Built-in Microphone",749.59,512.0,16.0,512.0,14.0,1.8
85264984866,Dell,Intel Core i5 7th Gen.,NVIDIA GeForce GTX 1050,Notebook/Laptop,0,15,Windows 10 Pro,HDD,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",375.0,128.0,128.0,1024.0,15.6,2.5
85264984874,Dell,Intel Celeron,Intel HD Graphics,Notebook/Laptop,1366 x 768,Dell Chromebook 11 3120,Chrome OS,SSD,"Bluetooth,  Built-in Microphone,  Built-in Webcam",96.99,16.0,4.0,16.0,11.6,2.16
85264984879,Microsoft,Microsoft SQ1,Microsoft SQ1 Adreno 685,Tablet,2880 x 1920,Microsoft Surface Pro X,Windows 10,SSD,"Bluetooth, Built-in Microphone, Built-in Webcam, LTE, Touchscreen, Rear Facing Camera, Tablet PC",510.0,128.0,8.0,8.0,13.0,3.0
85264984923,HP,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1080,HP 250 G9,Windows 11 Home,SSD,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",618.78,256.0,8.0,256.0,15.6,1.3
85264984953,Dell,Intel Core i5 10th Gen.,Intel UHD Graphics,Laptop,1920 x 1080,Inspiron 15,Windows 11,SSD,"Bluetooth, Built-in Webcam, Built-in Microphone",359.99,256.0,8.0,256.0,15.6,1.0
85264984955,Dell,Intel Core i7 3rd Gen.,Nvida Quadro K1000m,Notebook/Laptop,1920 x 1080,Dell Precision M4700,Windows 11 Pro,HDD,"Built-in Microphone, Built-in Webcam",199.0,512.0,16.0,512.0,15.6,2.7
85264984962,Lenovo,Intel Pentium N5030,Intel UHD Graphics 605,Notebook/Laptop,1366 x 768,IdeaPad 1 14IGL05,Windows 11 Home,SSD,"Bluetooth, Built-in Webcam, Built-in Microphone",159.99,128.0,4.0,128.0,14.0,1.1
85264984965,Lenovo,Intel Celeron,Integrated,Chromebook,1366 x 768,Samsung ChromeBook,Chrome OS,eMMC,"Bluetooth, Built-in Webcam, Wi-Fi, Multi-Touch Trackpad, Built-in Microphone",30.0,32.0,32.0,32.0,11.6,1.1
85264984968,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1080,Dell Latitude 5430 Rugged,Windows 11 Pro,SSD,Rugged,1482.83,512.0,16.0,512.0,14.0,2.4
85264984992,Microsoft,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,3000 x 2000,Microsoft Surface Book 2,Windows 10 Pro,SSD,"Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Touchscreen, Wi-Fi",100.0,256.0,8.0,256.0,13.5,1.7
85264984999,Panasonic,Intel Core Duo,Intel HD Graphics,Notebook/Laptop,1024 x 728,Panasonic Toughbook CF-30,Windows 7,SSD,"Bluetooth,  Built-in Microphone",164.95,256.0,2.0,32.0,13.1,1.6
85264985004,Panasonic,Intel Core i5 7th Gen.,Intel HD Graphics,Notebook/Laptop,0,Panasonic Toughbook CF-54,Windows 10 Pro,SSD,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam",599.99,1024.0,16.0,1024.0,14.0,2.7
85264985007,HP,Intel Core i3 6th Gen.,Intel HD Graphics,Notebook/Laptop,1366 x 768,HP 15-ay009dx,Windows 10 Home,HDD,"Optical Drive,  Touchscreen,  Widescreen Display,  Wi-Fi",62.95,1024.0,16.0,1024.0,15.6,2.3
85264985023,CHUWI,Intel Core M3,Intel HD Graphics 615,Notebook/Laptop,1920 x 1080,Aerobook Pro,Windows 10,SSD,Backlit Keyboard,287.12,256.0,8.0,256.0,13.3,1.1
85264985031,HP,Intel Celeron N,Intel HD Graphics,Notebook/Laptop,1366 x 768,HP Chromebook 14 G4,Chrome OS,eMMC,"10/100 LAN Card,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Widescreen Display,  Wi-Fi",79.99,16.0,4.0,16.0,14.0,2.16
85264985036,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1080,Dell Latitude 7420,Windows 11 Pro,SSD,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",349.99,256.0,16.0,256.0,14.0,3.0
85264985041,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Tablet,1920 x 1280,Dell Latitude 5290,Windows 11 Pro,SSD,Touchscreen,110.0,256.0,8.0,256.0,12.3,1.7
85264985048,Lenovo,Intel Core i3 4th Gen.,Intel HD Graphics 4600,Notebook/Laptop,1366 x 768,Lenovo ThinkPad E540,Windows 10 Pro,SSD,"Bluetooth, Built-in Microphone, Built-in Webcam, DVD-Drive, Built-in Speakers",100.0,256.0,8.0,256.0,15.6,2.4
85264985053,Lenovo,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,Lenovo ThinkPad T590,Windows 11 Pro,SSD,"Thunderbolt 3port,  Dolby Audio Premium,  Bottom-load backlight with white LED lighting,  Bluetooth 5.1,  HDMI 1.4",279.99,256.0,16.0,256.0,15.6,1.8
85264985059,Lenovo,Intel Celeron N,Intel HD Graphics,Notebook/Laptop,1366 x 768,Lenovo 100e,Chrome OS,eMMC,"Bluetooth, Built-in Microphone, Built-in Webcam, Widescreen Display, Wi-Fi",74.99,32.0,4.0,32.0,11.6,2.4
85264985069,Acer,Intel Celeron,Intel HD Graphics,Notebook/Laptop,1366 x 768,Acer Chromebook C720,Chrome OS,SSD,"10/100 LAN Card, Bluetooth, Built-in Webcam, Stylus, Widescreen Display, Wi-Fi",42.99,16.0,2.0,16.0,11.6,1.4
85264985070,Dell,core i5 8th gen,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,DELL LATITUDE 5400,Windows 11 Pro,SSD,Wi-Fi,299.99,1024.0,32.0,1024.0,14.0,1.9
85264985072,Dell,Intel Core i5 6th Gen.,Intel HD Graphics 530,Notebook/Laptop,1920 x 1080,Latitude 5480,Windows 10 Pro,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",125.96,256.0,8.0,512.0,14.0,2.4
85264985074,HP,Intel Core i5 11th Gen.,Intel Core i5 11th Gen.,Notebook/Laptop,0,Hp 840 G8 14,Windows 10,SSD,"Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Touchscreen, Wi-Fi",494.99,256.0,16.0,256.0,14.0,2.6
85264985075,Dell,Intel Core i5 7th Gen.,Intel HD Graphics 520,Notebook/Laptop,1366 x 768,Dell Latitude 7480,Windows 10,SSD,"Touchscreen,  Bluetooth,  Built-in Webcam,  Wi-Fi",129.99,128.0,16.0,128.0,14.0,2.6
